budget,imdb_id,original_language,popularity,revenue,runtime,release_year,orig_lang_cd,collection,website,genre_name,g_Animation,g_Comedy,g_Family,g_Adventure,g_Fantasy,g_Romance,g_Drama,g_Action,g_Crime,g_Thriller,g_Horror,g_History,g_Mystery,g_War,g_Foreign,g_Music,g_Documentary,g_Western
11000000,tt0473700,en,1.676016,0.0,110.0,2007.0,en,no,no,"['Drama', 'Action', 'History', 'Western', 'Romance']",0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1
15000000,tt0373883,en,11.607678,80253908.0,109.0,2007.0,en,yes,yes,['Horror'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20000000,tt0804461,en,6.612175,16974459.0,105.0,2007.0,en,no,no,"['Action', 'Crime', 'Drama', 'Thriller']",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0,tt0841044,en,6.653254,19776159.0,96.0,2007.0,en,yes,no,"['Comedy', 'Romance']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0430676,en,1.002443,0.0,93.0,2005.0,en,no,no,"['Mystery', 'Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
0,tt0074740,en,2.739487,0.0,105.0,1976.0,en,no,no,"['Action', 'Western']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,tt0923752,en,5.376821,0.0,79.0,2007.0,en,no,no,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,tt0377972,en,0.012693,0.0,103.0,2004.0,en,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0804540,fr,10.442485,0.0,91.0,2007.0,fr,yes,yes,"['Action', 'Comedy']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,tt0437857,en,5.241144,69136.0,92.0,2006.0,en,no,no,"['Comedy', 'Horror', 'Thriller']",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,tt0784972,en,7.985172,0.0,93.0,2007.0,en,no,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21000000,tt0445935,en,7.814821,0.0,112.0,2006.0,en,no,no,"['Crime', 'Drama', 'Mystery']",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,tt0810988,en,5.491963,0.0,100.0,2007.0,en,no,yes,"['Drama', 'Fantasy', 'Mystery', 'Thriller']",0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
0,tt0792965,fr,6.532872,0.0,97.0,2007.0,fr,no,no,"['Romance', 'Drama']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,tt1286600,en,0.15538,0.0,80.0,2008.0,en,no,no,"['Action', 'Comedy']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15000000,tt0484111,en,8.031164,20380.0,93.0,2007.0,en,no,no,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Music']",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
0,tt0069697,it,5.244333,36782781.0,102.0,1974.0,it,no,no,"['Action', 'Comedy']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,tt0462721,en,0.748956,0.0,90.0,2004.0,en,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt1077258,en,10.370384,0.0,105.0,2007.0,en,yes,yes,"['Horror', 'Action', 'Thriller']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
55000000,tt0381849,en,18.079094,70016220.0,122.0,2007.0,en,no,yes,['Western'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39000000,tt0465602,en,7.259086,26820641.0,86.0,2007.0,en,no,yes,"['Action', 'Thriller', 'Comedy', 'Crime']",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,tt0811106,en,3.902162,0.0,96.0,2007.0,en,no,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0346952,en,2.241764,0.0,224.0,2002.0,en,yes,no,"['Comedy', 'Documentary']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,tt0116441,en,1.189465,0.0,116.0,1996.0,en,no,no,"['Drama', 'Crime']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,tt0401420,en,8.695263,0.0,112.0,2005.0,en,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30000000,tt0783233,en,8.913338,129266061.0,123.0,2007.0,en,no,no,"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0800022,en,2.129522,0.0,74.0,2006.0,en,no,no,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt1093842,en,2.353003,0.0,80.0,2007.0,en,no,no,"['Comedy', 'Documentary', 'Drama', 'History']",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,tt0454931,de,2.457138,0.0,92.0,2006.0,de,no,yes,"['Drama', 'Horror']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
852510,tt1032846,ro,9.990406,1185783.0,113.0,2007.0,other,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000000,tt0912593,en,1.987795,1431623.0,102.0,2007.0,en,no,yes,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15000000,tt0427528,en,2.998537,0.0,91.0,2006.0,en,no,no,"['Action', 'Thriller']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
70000000,tt0476964,en,11.8027,69766619.0,122.0,2007.0,en,no,yes,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
23000000,tt0478134,en,9.604552,29541790.0,124.0,2007.0,en,no,yes,"['History', 'Drama', 'Thriller', 'Crime', 'Mystery']",0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0
2200000,tt0405508,hi,4.102052,11502151.0,157.0,2006.0,other,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24000000,tt0466839,en,11.414893,9576495.0,97.0,2007.0,en,no,no,"['Comedy', 'Drama', 'Romance']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4000000,tt0465436,en,4.661689,46474.0,105.0,2007.0,en,no,yes,"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0469184,en,6.397927,0.0,106.0,2007.0,en,no,no,"['Comedy', 'Drama', 'Romance']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0455782,en,5.178628,0.0,101.0,2007.0,en,no,yes,"['Action', 'Adventure', 'Thriller', 'Drama']",0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
51500000,tt0765443,en,9.897909,55112356.0,100.0,2007.0,en,no,yes,"['Thriller', 'Crime', 'Mystery']",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
0,tt0246405,en,0.82155,0.0,95.0,2000.0,en,no,no,"['Drama', 'Comedy', 'Romance']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8000000,tt0283503,en,2.942202,458232.0,99.0,2007.0,en,no,no,"['Drama', 'Action', 'Thriller']",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
0,tt0492499,en,0.576198,0.0,122.0,2007.0,en,no,no,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,tt0079182,ja,1.753258,0.0,139.0,1979.0,ja,no,no,"['Crime', 'Drama']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,tt0831888,ja,7.020628,0.0,103.0,2006.0,ja,no,yes,"['Action', 'Adventure', 'Animation']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2000000,tt0925248,en,2.367893,0.0,109.0,2007.0,en,no,no,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,tt0483812,en,6.196999,0.0,92.0,2006.0,en,no,yes,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0452643,en,5.630199,0.0,91.0,2006.0,en,no,no,"['Comedy', 'Romance']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0770806,en,3.013828,0.0,105.0,2007.0,en,no,no,"['Action', 'Adventure', 'Drama', 'Thriller']",0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
0,tt0480269,en,3.518929,0.0,84.0,2007.0,en,no,yes,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22000000,tt0473188,en,10.77166,413454.0,97.0,2007.0,en,no,no,"['Drama', 'Action', 'Thriller', 'Crime']",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0,tt0498120,fr,0.977421,0.0,120.0,2006.0,fr,no,no,"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
45000000,tt0432021,en,3.009134,148412065.0,94.0,2007.0,en,yes,yes,"['Horror', 'Action']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
22000000,tt0419984,en,9.461012,0.0,87.0,2007.0,en,no,no,"['Comedy', 'Romance']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25000000,tt0452625,en,7.456047,59192128.0,101.0,2007.0,en,no,yes,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,tt0758758,en,15.423538,56255142.0,148.0,2007.0,en,no,yes,"['Adventure', 'Drama']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22000000,tt0492956,en,9.627676,147880543.0,110.0,2007.0,en,no,yes,"['Comedy', 'Family']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,tt0808357,zh,6.96177,0.0,156.0,2007.0,other,no,yes,"['Action', 'Drama', 'Romance', 'Thriller']",0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
0,tt0800027,en,5.993691,5741608.0,101.0,2007.0,en,no,yes,"['Comedy', 'Drama', 'Romance']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0486640,en,13.441185,0.0,100.0,2007.0,en,no,yes,"['Action', 'Comedy']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,tt0484562,en,6.627076,0.0,94.0,2007.0,en,no,no,"['Adventure', 'Drama', 'Fantasy', 'Family', 'Thriller']",0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
60000000,tt0408839,en,9.149612,127766650.0,116.0,2007.0,en,no,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25000000,tt0480242,en,8.936547,68377859.0,98.0,2007.0,en,no,yes,"['Comedy', 'Romance', 'Drama']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
16000000,tt0838221,en,6.493474,24377151.0,91.0,2007.0,en,no,yes,"['Adventure', 'Drama', 'Comedy']",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21000000,tt0498399,en,7.572144,54926886.0,117.0,2007.0,en,no,no,"['Drama', 'Crime', 'Thriller']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
55000000,tt0414055,en,7.608243,74237563.0,114.0,2007.0,en,yes,no,"['Drama', 'History', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
25000000,tt0465538,en,7.857078,92991835.0,119.0,2007.0,en,no,yes,"['Drama', 'Mystery', 'Crime']",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,tt0857265,en,7.612498,342835.0,86.0,2007.0,en,yes,yes,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12000000,tt0805564,en,8.025118,11293663.0,106.0,2007.0,en,no,yes,"['Comedy', 'Romance', 'Drama']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
30000000,tt0389722,en,8.764548,75505973.0,113.0,2007.0,en,yes,yes,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27500000,tt0804522,en,13.482558,24748670.0,120.0,2007.0,en,no,yes,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16000000,tt0469623,en,11.446274,2849142.0,113.0,2007.0,en,no,yes,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0831884,en,4.368639,0.0,102.0,2007.0,en,no,no,"['Drama', 'Crime', 'Thriller']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
19000000,tt0452623,en,6.148516,34619699.0,113.0,2007.0,en,no,yes,"['Crime', 'Drama', 'Mystery']",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
15000000,tt0790804,en,3.324966,0.0,107.0,2007.0,en,no,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0758798,en,1.817658,0.0,90.0,2007.0,en,no,yes,"['Drama', 'Action', 'Comedy']",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,tt0486572,en,1.852095,0.0,88.0,2006.0,en,no,no,"['Comedy', 'Romance']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0425395,en,2.219063,0.0,84.0,2006.0,en,no,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0466664,en,11.409916,0.0,95.0,2006.0,en,no,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0480011,en,5.112618,0.0,88.0,2007.0,en,no,no,['Thriller'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,tt0498097,tr,2.145564,0.0,101.0,2006.0,other,no,yes,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30000000,tt0443680,en,10.111313,14711793.0,160.0,2007.0,en,no,yes,"['Action', 'Drama', 'Western']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
8000000,tt0360323,en,3.034823,143451.0,107.0,2006.0,en,no,no,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
0,tt0758732,he,2.449338,0.0,131.0,2007.0,other,no,no,"['History', 'Drama']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,tt0446298,en,1.321251,0.0,98.0,2006.0,en,no,no,"['Action', 'Adventure', 'Drama', 'Thriller']",0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
0,tt0756672,en,1.604539,0.0,94.0,2007.0,en,no,no,"['Crime', 'Thriller']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,tt0762110,en,2.350677,0.0,103.0,2007.0,en,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0464061,en,3.305844,0.0,93.0,2007.0,en,no,no,"['Comedy', 'Romance']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0449018,en,1.053739,0.0,119.0,2007.0,en,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7300000,tt0808417,fr,9.537501,0.0,95.0,2007.0,fr,no,yes,"['Animation', 'Drama']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0421082,en,8.00969,8159508.0,121.0,2007.0,en,no,yes,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0866437,en,10.061477,0.0,106.0,2007.0,en,no,yes,"['Comedy', 'Drama', 'Romance']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0092561,en,0.139649,0.0,81.0,1986.0,en,no,no,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,tt0454457,sv,2.068292,0.0,98.0,2006.0,other,no,no,"['Comedy', 'Drama', 'Horror']",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,tt0355611,en,0.195557,0.0,85.0,2003.0,en,no,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0316599,ja,1.955441,0.0,131.0,2002.0,ja,no,no,"['Action', 'Crime', 'Foreign', 'Thriller']",0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
0,tt0356201,pt,0.003852,0.0,81.0,2006.0,other,no,no,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0765451,en,1.048087,0.0,104.0,2007.0,en,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0758771,en,2.719018,0.0,103.0,2007.0,en,no,no,"['Action', 'Crime', 'Thriller']",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,tt0454864,en,4.320642,0.0,101.0,2006.0,en,no,no,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
20000000,tt0494834,en,4.193073,0.0,107.0,2007.0,en,no,no,"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0067402,en,5.143399,0.0,128.0,1971.0,en,no,no,"['Drama', 'History']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,tt0391229,en,1.270102,0.0,80.0,2006.0,en,no,no,"['Comedy', 'Romance']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0961117,en,0.259428,0.0,97.0,2007.0,en,no,no,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,tt0779982,en,7.434577,4947717.0,87.0,2006.0,en,no,yes,"['Horror', 'Comedy']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3800000,tt0880502,de,10.083019,17804565.0,122.0,2007.0,de,no,yes,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15000000,tt0906108,en,2.016044,55184721.0,113.0,2007.0,en,yes,no,"['Comedy', 'Drama']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000000,tt0890870,en,12.233863,139352633.0,93.0,2007.0,en,yes,yes,"['Horror', 'Thriller', 'Crime']",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
0,tt0780534,en,3.70379,0.0,97.0,2008.0,en,no,no,"['Action', 'Comedy', 'Romance']",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,tt0912583,en,1.032566,312751.0,98.0,2007.0,en,no,yes,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,tt0210302,ja,2.108623,0.0,84.0,1999.0,ja,no,no,"['Drama', 'Foreign', 'Fantasy', 'Horror']",0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
420000,tt0079871,en,3.413463,0.0,98.0,1979.0,en,no,no,"['Crime', 'Drama']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,tt0081494,zh,2.609107,0.0,99.0,1980.0,other,yes,no,['Action'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,tt0446752,en,5.569036,0.0,91.0,2007.0,en,no,no,"['Comedy', 'Family', 'Drama']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0094238,da,1.588153,0.0,76.0,1986.0,other,no,no,"['Adventure', 'Animation', 'Fantasy']",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2700000,tt0821470,ko,8.907871,0.0,92.0,2006.0,other,no,no,"['Action', 'Thriller']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,tt0912592,en,1.258634,0.0,82.0,2007.0,en,no,no,['Documentary'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,tt0094641,es,1.197692,0.0,110.0,1989.0,es,no,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0817225,ko,2.899364,0.0,142.0,2007.0,other,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4000000,tt0861739,pt,10.759577,0.0,115.0,2007.0,other,yes,yes,"['Drama', 'Action', 'Crime']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
0,tt0857355,pt,1.120365,0.0,104.0,2006.0,other,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0388182,en,13.088825,1027699.0,93.0,2007.0,en,no,yes,"['Comedy', 'Drama']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0415965,en,5.038252,0.0,106.0,2007.0,en,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0780583,en,1.944796,0.0,89.0,2007.0,en,no,no,"['Horror', 'Action']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,tt0108593,cn,1.567115,0.0,111.0,1993.0,other,no,no,"['Action', 'Comedy', 'Foreign']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,tt0428212,en,0.826307,0.0,88.0,2005.0,en,no,no,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000000,tt0357585,en,2.855757,0.0,95.0,2004.0,en,yes,no,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,tt0079278,en,0.009192,0.0,92.0,1979.0,en,no,no,"['Comedy', 'Drama', 'Romance']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
100000000,tt0765429,en,9.644542,266465037.0,157.0,2007.0,en,no,yes,"['Drama', 'Crime']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
150000000,tt0389790,en,8.774374,287594577.0,91.0,2007.0,en,no,yes,"['Family', 'Animation', 'Adventure', 'Comedy']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700000,tt0444778,th,1.147208,0.0,100.0,2004.0,other,no,no,"['Comedy', 'Drama', 'Fantasy', 'Romance']",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
18000000,tt0292963,en,9.309967,25005257.0,117.0,2007.0,en,no,no,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
14000000,tt0401383,fr,11.090265,19777647.0,112.0,2007.0,fr,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25000000,tt0477348,en,15.565484,171600000.0,122.0,2007.0,en,no,no,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
0,tt0219171,en,2.591725,0.0,101.0,2005.0,en,no,no,"['Drama', 'Thriller']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,tt0799934,en,4.848692,0.0,102.0,2008.0,en,no,no,"['Drama', 'Comedy']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1000000,tt0496328,en,1.833892,18479.0,87.0,2007.0,en,no,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0790706,en,0.614455,0.0,92.0,2007.0,en,no,no,"['Documentary', 'Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,tt0439123,fr,5.235633,0.0,99.0,2006.0,fr,no,no,"['Animation', 'Family']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25000000,tt0426931,en,8.874048,66122026.0,114.0,2007.0,en,no,yes,"['Family', 'Drama', 'Music']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,tt0072195,en,0.004763,0.0,85.0,1974.0,en,no,no,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,tt0445336,sv,3.253596,0.0,95.0,2007.0,other,yes,yes,"['Drama', 'Comedy', 'Music']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,tt0756683,en,9.29906,0.0,87.0,2007.0,en,yes,yes,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,tt0856052,ko,1.486349,4.0,113.0,2006.0,other,no,no,"['Action', 'Comedy']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35000000,tt0891527,en,5.80986,63215872.0,92.0,2007.0,en,no,no,"['Action', 'Adventure', 'Drama', 'History']",0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
100000000,tt0486583,en,5.502098,97838349.0,116.0,2007.0,en,no,no,"['Action', 'Comedy', 'Drama']",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
70000000,tt0442933,en,9.951195,195735876.0,115.0,2007.0,en,no,yes,"['Adventure', 'Action', 'Animation']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,tt0457419,en,8.696467,69474661.0,93.0,2007.0,en,no,yes,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45000000,tt0484740,en,5.20735,4607608.0,139.0,2007.0,en,no,yes,"['Drama', 'Romance']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
17000000,tt0405336,en,6.242588,374743.0,144.0,2006.0,en,no,yes,"['Comedy', 'Thriller']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,tt0283337,en,0.347644,0.0,78.0,2001.0,en,no,no,"['Drama', 'Mystery']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,tt0065391,de,0.923108,0.0,80.0,1970.0,de,no,no,"['Action', 'Drama']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,tt0910873,en,5.270747,0.0,239.0,2006.0,en,yes,no,"['Comedy', 'Documentary']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,tt0113264,en,1.42682,0.0,99.0,1995.0,en,no,no,['Comedy'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000000,tt0494199,en,3.148351,0.0,95.0,2006.0,en,no,no,"['Horror', 'Thriller']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,tt0822849,en,7.625656,22136.0,101.0,2007.0,en,no,no,['Drama'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,tt0988102,en,0.894568,0.0,98.0,2007.0,en,no,no,"['Crime', 'Documentary']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4000000,tt0425094,en,0.527074,0.0,105.0,2006.0,en,no,no,"['Crime', 'Drama']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,tt0284363,cs,1.739765,0.0,120.0,2006.0,other,no,yes,"['Comedy', 'Drama']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
190000,tt0878695,en,2.72115,0.0,79.0,2007.0,en,no,no,"['Comedy', 'Horror']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
